character,opponent,games,winRate
"yaura","dravain","55","18.2"
"dravain","yaura","55","81.8"
"maoja","yaura","54","75.9"
"yaura","maoja","54","24.1"
"yaura","smithen","63","25.4"
"smithen","yaura","63","74.6"
"shaman","yaura","61","70.5"
"yaura","shaman","61","29.5"
"paleya","smithen","56","30.4"
"smithen","paleya","56","69.6"
"kahro","yaura","63","66.7"
"yaura","kahro","63","33.3"
