character,opponent,games,winRate
"hyafrost","shaman","54","33.3"
"paleya","shaman","63","33.3"
"shaman","paleya","63","66.7"
"shaman","hyafrost","54","66.7"
"eva","smithen","58","34.5"
"smithen","eva","58","65.5"
